"Rule" "itemsQttSelected" "thFinal" "trueTheta" "seFinal"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "11" "-1.44189844801121" "0.635819647289008" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "8" "-1.09766337867161" "0.621810197354186" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "14" "-1.61882705215729" "0.627517356935152" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-0.774263483384825" "0.613858060419739" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "8" "-1.09766337867161" "0.621810197354186" "KLP"
"KLP" "8" "-1.09766337867161" "0.621810197354186" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.21112139481934" "0.628870153032651" "KLP"
"KLP" "13" "-0.873619706347462" "0.576766581347914" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "8" "-0.694436046011299" "0.631498209224972" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "13" "-1.69427765368088" "0.601933336440575" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "7" "-1.21112139481934" "0.628870153032651" "KLP"
"KLP" "7" "-1.21112139481934" "0.628870153032651" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "8" "-1.13074568676217" "0.624094141095438" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "10" "-1.58371371194651" "0.609911686256985" "KLP"
"KLP" "8" "-0.890192280504175" "0.576959334339419" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.21112139481934" "0.628870153032651" "KLP"
"KLP" "7" "-1.21112139481934" "0.628870153032651" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "6" "-0.814037113629482" "0.643653157551124" "KLP"
"KLP" "6" "-0.814037113629482" "0.643653157551124" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "10" "-1.67484940829182" "0.599190673014258" "KLP"
"KLP" "6" "-1.18637128667698" "0.60855363793684" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.68933351064827" "0.58741608324979" "KLP"
"KLP" "7" "-1.15309146774211" "0.622064696045406" "KLP"
"KLP" "7" "-1.68933351064827" "0.62324023924878" "KLP"
"KLP" "7" "-1.68933351064827" "0.62324023924878" "KLP"
