"Rule" "itemsQttSelected" "thFinal" "trueTheta" "seFinal"
"MFI" "45" "-1.71919501672868" "0.577542772976125" "MFI"
"MFI" "45" "-1.67826168102102" "0.598372879783664" "MFI"
"MFI" "45" "-1.6345266563524" "0.62284668521897" "MFI"
"MFI" "45" "-1.65031964538575" "0.58696582374348" "MFI"
"MFI" "45" "-1.63203174042478" "0.583206212837751" "MFI"
"MFI" "45" "-1.55961908561344" "0.622763285111279" "MFI"
"MFI" "45" "-1.60056345583896" "0.615491673931847" "MFI"
"MFI" "45" "-1.50834458071115" "0.607765470609899" "MFI"
"MFI" "45" "-1.65750536165067" "0.58683483466517" "MFI"
"MFI" "45" "-1.79227839098977" "0.585217978967171" "MFI"
"MFI" "45" "-1.67058316136038" "0.549557556380576" "MFI"
"MFI" "45" "-1.68067310739682" "0.604843319839341" "MFI"
"MFI" "45" "-1.7357440065059" "0.539337880309078" "MFI"
"MFI" "45" "-1.80668055439503" "0.56723425574011" "MFI"
"MFI" "45" "-1.37539100904092" "0.629572581216228" "MFI"
"MFI" "45" "-1.69453097572427" "0.581695087446767" "MFI"
"MFI" "45" "-1.85749779302029" "0.578695337060629" "MFI"
"MFI" "45" "-1.54893014531753" "0.62800195337986" "MFI"
"MFI" "45" "-1.34820967792808" "0.667722533952554" "MFI"
"MFI" "45" "-1.83115257951447" "0.586361811949949" "MFI"
"MFI" "45" "-1.50669581915943" "0.626212415894474" "MFI"
"MFI" "45" "-1.3791291957042" "0.659760666929743" "MFI"
"MFI" "45" "-1.73623697489075" "0.539800354161868" "MFI"
"MFI" "45" "-1.70182741173167" "0.594349083962283" "MFI"
"MFI" "45" "-1.89081526023006" "0.576571014780978" "MFI"
"MFI" "45" "-1.76952772762878" "0.600217250697178" "MFI"
"MFI" "45" "-1.72356602405317" "0.575844628186237" "MFI"
"MFI" "45" "-1.83892352601546" "0.582386043772191" "MFI"
"MFI" "45" "-1.59095202063381" "0.63351543984488" "MFI"
"MFI" "45" "-1.84305389076741" "0.584520717517892" "MFI"
"MFI" "45" "-1.72291541735293" "0.580564418187409" "MFI"
"MFI" "45" "-1.72266040458807" "0.540302473983987" "MFI"
"MFI" "45" "-1.75844929117355" "0.614055967447363" "MFI"
"MFI" "45" "-1.62974612715025" "0.571063970380339" "MFI"
"MFI" "45" "-1.64185346340526" "0.560168780448654" "MFI"
"MFI" "45" "-1.87780602325731" "0.580453946734795" "MFI"
"MFI" "45" "-1.70372304462012" "0.594015049221444" "MFI"
"MFI" "45" "-1.57383087920604" "0.63682408726549" "MFI"
"MFI" "45" "-1.68464625466724" "0.604744577104942" "MFI"
"MFI" "45" "-1.68391759692306" "0.531272338590415" "MFI"
"MFI" "45" "-1.77533415342594" "0.577187629635481" "MFI"
"MFI" "45" "-1.44779796596628" "0.624855758520778" "MFI"
"MFI" "45" "-1.86606985007325" "0.584699159956386" "MFI"
"MFI" "45" "-1.67929308862279" "0.590854540595956" "MFI"
"MFI" "45" "-1.85996007272614" "0.578655791779109" "MFI"
"MFI" "45" "-1.86082864030646" "0.58004835158128" "MFI"
"MFI" "45" "-1.58821030099797" "0.575935384162931" "MFI"
"MFI" "45" "-1.80049825727034" "0.595593570425064" "MFI"
"MFI" "45" "-1.33037681481991" "0.643194004235161" "MFI"
"MFI" "45" "-1.56689989055796" "0.603146660688037" "MFI"
"MFI" "45" "-1.79458295956316" "0.588830200754113" "MFI"
"MFI" "45" "-1.80615676904638" "0.586485964016649" "MFI"
"MFI" "45" "-1.73629832842791" "0.5397119420979" "MFI"
"MFI" "45" "-1.17566359666691" "0.666557581933179" "MFI"
"MFI" "45" "-1.46171022292519" "0.630771269576527" "MFI"
"MFI" "45" "-1.84306088214649" "0.584505477277895" "MFI"
"MFI" "45" "-1.638025723033" "0.592694097838771" "MFI"
"MFI" "45" "-1.51891128648836" "0.593827742381397" "MFI"
"MFI" "45" "-1.59654578879932" "0.599628118477065" "MFI"
"MFI" "45" "-1.72990117903631" "0.586169960425575" "MFI"
"MFI" "45" "-1.67267066028532" "0.535779548141282" "MFI"
"MFI" "45" "-1.66222610957024" "0.578403425117872" "MFI"
"MFI" "45" "-1.64709847277731" "0.534840253887116" "MFI"
"MFI" "45" "-1.70050805159127" "0.577113899234951" "MFI"
"MFI" "45" "-1.72320355556138" "0.540235107217371" "MFI"
"MFI" "45" "-1.61085813810428" "0.568740947218603" "MFI"
"MFI" "45" "-1.5654020703788" "0.593405403788315" "MFI"
"MFI" "45" "-1.7858785335493" "0.591004579690869" "MFI"
"MFI" "45" "-1.55214376487298" "0.613538383538223" "MFI"
"MFI" "45" "-1.75767122288382" "0.580738874016077" "MFI"
"MFI" "45" "-1.79325279865853" "0.568206553975264" "MFI"
"MFI" "45" "-1.56285137964812" "0.626857763682972" "MFI"
"MFI" "45" "-1.72285465778494" "0.600486431878929" "MFI"
"MFI" "45" "-1.81444967755429" "0.583975820545207" "MFI"
"MFI" "45" "-1.41727247321646" "0.595544626061668" "MFI"
"MFI" "45" "-1.88601803234082" "0.577025865660832" "MFI"
"MFI" "45" "-1.6338099632572" "0.598253429322385" "MFI"
"MFI" "45" "-1.59587113466916" "0.612553470508738" "MFI"
"MFI" "45" "-1.64004869662203" "0.619991208688671" "MFI"
"MFI" "45" "-1.72015076368774" "0.587106500770916" "MFI"
"MFI" "45" "-1.82519126776173" "0.582839768361822" "MFI"
"MFI" "45" "-1.78730871718314" "0.575706249397941" "MFI"
"MFI" "45" "-1.35226744034454" "0.625485609726396" "MFI"
